Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Site Natural Gas Use (therms),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
9527,2813849,77880.0,1925,1,100,73.7,4.8,0.6,54747.8,80.84,40.669081,-73.936145,8.0,353.0,5.59879226079857,4.39247189253542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11129,3523189,103200.0,1957,1,100,101.2,7.4,0.8,87977.4,32.66,40.614502,-74.037362,10.0,5601.0,6.070044647230839,3.4861510875423187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2271,5050255,59993.0,1922,1,100,76.4,9.5,0.4,32995.4,27.19,40.745032,-73.984265,5.0,74.0,5.1664987919271885,3.3028492586443794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11991,5866453,294821.0,2013,1,100,69.7,5.9,0.5,121265.8,,,,,,6.3980956418561155,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8978,2686404,89013.0,1895,1,70,89.2,17.2,0.3,26878.8,59.52,40.690019,-73.986701,2.0,37.0,4.9614450499054845,4.086312390524837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2821,3114429,200000.0,2003,1,100,80.2,10.0,0.0,1080.3,29.9,40.765595,-73.982325,5.0,137.0,1.7047480922384253,3.3978584803966405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8752,3114841,69848.0,1960,1,100,76.0,3.4,0.7,53633.7,70.84,40.88582,-73.902126,8.0,285.0,5.577463107977531,4.260423812914633,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5814,2658247,62345.0,1909,1,100,110.5,4.3,1.0,68867.6,87.31,40.822988,-73.955671,9.0,225.0,5.812337881210547,4.469465003822716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4268,2790729,149056.0,1915,1,100,56.5,5.7,0.4,59135.4,,40.774121,-73.961635,8.0,130.0,5.749711406544601,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9637,2817714,287770.0,1959,1,100,59.6,5.6,0.4,117077.0,,40.697108,-73.953713,3.0,1237.0,6.432779308109843,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5023,3108513,211270.0,1927,1,100,72.2,5.3,0.6,133739.6,25.28,40.774474,-73.945518,8.0,14401.0,6.459747947608298,3.2300135692786567,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10992,4410277,63113.0,1954,1,100,56.6,4.0,0.1,8220.6,28.85,40.640083,-74.02986,10.0,30.0,5.206202077640231,3.3621099929541085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1939,4398335,250671.0,1906,1,100,60.8,12.7,0.2,58451.5,6.76,40.736881,-73.992992,5.0,54.0,5.5909869805108565,1.9110228900548727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7557,2957559,77034.0,1928,1,100,56.3,4.3,0.1,5960.0,107.19,40.855735,-73.902246,5.0,23704.0,5.521460917862246,4.674602960703428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5186,4414070,50500.0,1900,1,100,76.9,3.7,0.0,925.2,64.9,40.806079,-73.944553,10.0,200.0,5.482720089545816,4.1728476237100445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2839,2672569,82835.0,1938,1,100,58.4,3.0,,,40.59,40.767239,-73.979968,5.0,137.0,5.727824469136439,3.7035217308508064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11284,4407999,98417.0,1963,1,100,72.4,4.3,0.6,57274.4,51.78,40.611332,-73.96555,12.0,442.0,5.712411801354255,3.947003974323392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10593,3519855,65915.0,1937,1,100,111.8,4.0,1.1,81105.8,104.14,40.647563,-73.962728,14.0,512.0,5.975843166205025,4.645736147734753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12371,4941573,50910.0,1931,1,100,87.9,3.6,0.8,42494.1,54.31,,,,,5.327390614033744,3.994708372046754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2965,3127498,69540.0,2005,1,100,65.5,,,,,40.765461,-73.991235,4.0,135.0,5.198497031265826,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9853,5986412,111517.0,2013,1,95,45.1,6.1,0.2,30346.0,,40.701344,-73.948456,1.0,507.0,5.091908014224992,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8218,4004358,74890.0,1929,1,100,133.3,5.4,1.2,93029.7,221.98,40.83048,-73.856225,9.0,78.0,6.124245658341801,5.402587287723834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14245,4842738,75600.0,1941,1,100,58.6,4.1,0.4,35097.0,89.07,,,,,5.2278949022514904,4.489422577443778,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12028,2664866,56000.0,2004,1,100,31.3,6.3,0.1,6529.2,6.79,,,,,3.353406717825807,1.9154509415706047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4436,2704302,348130.0,1974,1,100,80.9,6.3,0.0,4801.5,40.53,40.765713,-73.960633,8.0,118.0,3.2268439945173775,3.7020424406402173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1655,3107458,94331.0,1929,1,100,44.1,9.1,0.0,1877.3,9.47,40.747102,-73.994973,5.0,95.0,4.387014176184921,2.248128907197987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12784,4408623,61318.0,1962,1,100,112.1,6.6,0.9,55399.9,,,,,,5.687991788749877,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2540,2780837,200299.0,1970,1,100,61.5,5.1,0.0,4149.5,,40.737991,-73.980839,6.0,64.0,3.0726933146901194,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11458,3523247,51000.0,1940,1,100,82.3,2.7,0.8,44127.8,51.44,40.606382,-73.959715,15.0,554.0,5.433285226958521,3.940416079929364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12598,3531263,54000.0,1955,1,100,59.6,3.2,0.5,34477.3,,,,,,5.136386499401816,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9758,5219530,82557.0,2006,1,100,53.4,8.6,0.3,20256.8,17.86,40.68267,-73.966721,2.0,199.0,4.565389315976247,2.882563575448353,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8251,5857992,82800.0,1932,1,100,82.8,6.3,0.5,39118.5,,40.839306,-73.877301,6.0,60.0,5.671259282950641,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
473,1261466,1501878.0,1986,1,100,110.0,14.7,0.0,4553.5,9.34,40.711425,-74.015442,1.0,31704.0,3.186352633162641,2.234306252240751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7241,2884662,173000.0,1963,1,100,102.3,5.1,0.9,157518.6,121.08,40.848494,-73.922473,5.0,20501.0,6.656340845700898,4.7964514841535175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11344,4403651,54531.0,1936,1,100,93.9,,,,73.67,40.626299,-73.956511,14.0,762.0,5.674353663965389,4.299595660694722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11307,2661781,160750.0,1926,1,100,68.1,3.5,0.6,94932.0,34.92,40.605912,-73.966997,15.0,418.0,6.154858094016418,3.5530597309714014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1032,3284404,402110.0,2009,1,100,102.4,20.8,,,0.0,40.723681,-74.005491,2.0,37.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11981,2707940,161001.0,1960,1,100,75.3,4.7,0.5,91055.1,63.72,40.584259,-73.93187,15.0,622.0,6.300418754835302,4.154498485041848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1904,5039583,95989.0,1926,1,95,56.3,11.3,,,,40.751394,-73.986635,5.0,109.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6160,5866331,65190.0,1909,1,100,40.6,0.5,0.4,29700.0,,40.850304,-73.938516,12.0,265.0,5.061328408411774,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13140,4681241,55120.0,1965,1,100,10.8,0.9,0.1,4854.4,0.71,,,,,3.139832617527748,-0.342490308946776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8115,5052719,61917.0,1930,1,100,63.6,4.1,0.0,2715.8,39.09,40.897352,-73.863116,12.0,45101.0,5.404027820970151,3.6658666798048634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13217,4403140,62400.0,1939,1,100,77.1,4.0,0.7,41986.9,48.66,,,,,5.372496764722288,3.8848573373553763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4330,2669767,59928.0,1905,1,100,94.3,7.5,0.0,1045.5,36.98,40.767325,-73.964451,8.0,120.0,5.471009374366148,3.610377225958979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3916,3103293,300000.0,1905,1,100,76.0,13.3,0.0,3371.4,16.47,40.750288,-73.973288,6.0,88.0,2.884800712846709,2.8015405441895487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11714,5870117,52145.0,2008,1,100,128.3,26.0,0.4,22217.6,,,,,,4.676560182074764,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4938,2533063,110487.0,2009,1,100,63.8,11.7,0.3,29872.0,,40.777024,-73.951813,8.0,14601.0,4.962844630259907,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13608,4897382,191330.0,1956,1,95,81.9,4.6,0.7,133041.4,82.62,,,,,6.51397167564781,4.414251781968619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10478,4046467,71795.0,1964,1,100,101.9,,,,,40.657376,-73.957954,9.0,79601.0,5.806940566758827,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4929,2386543,217720.0,1968,1,100,76.3,8.6,0.5,110946.5,,40.774183,-73.952952,8.0,138.0,6.290086559598097,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10316,4046046,54854.0,2013,1,100,71.0,7.3,0.5,22719.7,56.7,40.655121,-73.873052,5.0,1070.0,4.73795129722191,4.037774210733707,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5704,3539197,1443724.0,1975,1,100,83.0,3.9,0.0,59910.4,,,,,,8.742638092592278,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9562,3388467,88480.0,1922,1,100,85.0,3.6,0.8,78115.3,,40.663712,-73.93655,9.0,355.0,5.934894195619588,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783,4401437,63996.0,1985,1,100,101.5,12.0,0.1,5680.0,85.74,40.719246,-74.006313,1.0,33.0,5.617861412148562,4.451319461169831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11078,5505650,222786.0,1932,1,100,63.5,3.6,0.6,124584.4,,40.624807,-74.040671,10.0,50.0,6.406054562993147,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9034,2655089,75120.0,1924,1,100,55.6,2.9,0.5,40216.5,23.4,40.696574,-73.997032,2.0,301.0,5.27709373009641,3.152736022363656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8442,5857980,153804.0,1964,1,100,65.0,6.9,0.1,13161.5,100.83,40.854146,-73.859861,11.0,248.0,6.084727177567672,4.613435930405124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4271,4038983,57728.0,1925,1,100,73.3,6.4,0.6,33723.2,,40.775466,-73.96483,8.0,130.0,5.0869788606835895,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3340,4040438,191009.0,1930,1,100,60.9,3.3,0.0,1143.5,,40.791567,-73.964767,7.0,181.0,6.557772180332977,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8770,2702440,186480.0,1951,1,100,60.5,2.6,0.0,4664.9,34.68,40.888257,-73.904958,8.0,335.0,6.563714472860972,3.546163151912341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4076,2669957,92689.0,1957,1,100,53.3,4.5,0.0,795.0,,40.753105,-73.964982,6.0,8603.0,1.410986973710262,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12999,4414527,288711.0,1950,1,100,100.9,3.9,0.9,272301.2,62.64,,,,,7.200797957676014,4.137404051682548,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,4442829,394644.0,1954,5,100,27.4,7.0,0.0,8107.3,64.33,,,,,3.7495040759303713,4.1640260854229085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3394,5869885,148418.0,1926,1,100,62.6,5.4,0.5,73634.4,31.82,40.790641,-73.97212,7.0,177.0,5.853064177371955,3.4600950229096408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8467,3075142,337570.0,1969,1,95,104.1,6.5,0.1,30623.9,,40.86029,-73.867165,11.0,330.0,7.683127399797752,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11705,4940465,152920.0,1956,1,100,60.1,3.1,0.5,84307.8,,40.586733,-73.949023,15.0,600.0,6.036198878448153,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14152,4952515,77520.0,1960,1,100,82.1,5.4,0.7,60797.9,49.03,,,,,5.716698699922747,3.892432355663142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13867,2732822,51150.0,1939,1,100,9.6,1.4,0.0,2510.1,121.39,,,,,2.580216829592325,4.799008502909713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10542,2900402,67417.0,1929,1,100,69.0,3.1,0.6,45346.5,33.07,40.654042,-73.951862,17.0,820.0,5.38632824387075,3.4986265269937014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7875,2773025,58700.0,1922,1,100,62.0,2.8,0.1,9818.8,157.77,40.864431,-73.893151,7.0,39901.0,5.523458920524919,5.061138276269363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7907,3528605,50676.0,2012,1,100,70.8,8.3,0.5,22899.6,44.75,40.872267,-73.887704,7.0,413.0,4.7140245909001735,3.8010914447208646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1678,2961853,90174.0,1928,1,100,100.5,9.5,0.0,42.7,19.55,40.749155,-73.994056,5.0,101.0,6.1721180468012395,2.972975286431375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13793,3122786,54096.0,1929,1,100,56.6,3.0,0.0,2390.0,47.96,,,,,5.381738974687109,3.8703673301593136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12880,4035685,232000.0,1965,1,100,72.5,4.8,0.6,135181.9,118.46,,,,,6.59959835334097,4.774575350848819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11251,3121000,60780.0,1970,1,100,59.6,3.4,0.5,34732.9,47.55,40.619041,-73.969487,12.0,452.0,5.244916589820922,3.8617817889913995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12846,3447392,114642.0,1962,1,100,89.0,4.7,0.7,91496.9,,,,,,6.170447202636422,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10673,4411827,59640.0,1941,1,100,83.8,3.4,0.8,46448.4,41.0,40.639804,-73.966043,14.0,520.0,5.43066055353575,3.713572066704308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12796,2640768,59000.0,1941,1,100,86.5,4.1,,,61.7,,,,,5.770194240175453,4.122283930911342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1891,4404099,91777.0,1913,1,100,36.7,10.4,0.0,126.8,,40.750999,-73.988559,5.0,109.0,-0.5108256237659907,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
